136	0.69
6	0.1
84	0.99
289	-0.95
274	-1.0
327	-0.54
353	-0.12
255	-0.97
212	-0.53
231	-0.78
349	-0.19
345	-0.26
122	0.85
121	0.86
324	-0.59
304	-0.83
188	-0.14
55	0.82
2	0.03
349	-0.19
88	1.0
212	-0.53
135	0.71
248	-0.93
317	-0.68
360	-0.0
50	0.77
145	0.57
345	-0.26
173	0.12
109	0.95
183	-0.05
259	-0.98
334	-0.44
199	-0.33
312	-0.74
110	0.94
204	-0.41
207	-0.45
312	-0.74
267	-1.0
130	0.77
120	0.87
170	0.17
195	-0.26
343	-0.29
152	0.47
217	-0.6
200	-0.34
74	0.96
290	-0.94
319	-0.66
338	-0.37
36	0.59
218	-0.62
6	0.1
308	-0.79
149	0.52
2	0.03
321	-0.63
287	-0.96
132	0.74
131	0.75
330	-0.5
182	-0.03
310	-0.77
297	-0.89
42	0.67
182	-0.03
157	0.39
338	-0.37
229	-0.75
195	-0.26
105	0.97
348	-0.21
74	0.96
339	-0.36
318	-0.67
314	-0.72
92	1.0
150	0.5
35	0.57
26	0.44
313	-0.73
34	0.56
103	0.97
278	-0.99
351	-0.16
53	0.8
63	0.89
278	-0.99
7	0.12
228	-0.74
182	-0.03
279	-0.99
2	0.03
183	-0.05
258	-0.98
294	-0.91
5	0.09
258	-0.98
40	0.64
74	0.96
6	0.1
28	0.47
340	-0.34
37	0.6
286	-0.96
342	-0.31
360	-0.0
115	0.91
284	-0.97
119	0.87
345	-0.26
336	-0.41
93	1.0
139	0.66
283	-0.97
66	0.91
255	-0.97
285	-0.97
148	0.53
57	0.84
242	-0.88
190	-0.17
164	0.28
126	0.81
285	-0.97
8	0.14
74	0.96
293	-0.92
205	-0.42
71	0.95
311	-0.75
165	0.26
328	-0.53
124	0.83
43	0.68
47	0.73
32	0.53
39	0.63
208	-0.47
270	-1.0
27	0.45
263	-0.99
331	-0.48
85	1.0
307	-0.8
357	-0.05
247	-0.92
228	-0.74
204	-0.41
96	0.99
80	0.98
80	0.98
101	0.98
210	-0.5
290	-0.94
146	0.56
45	0.71
144	0.59
269	-1.0
201	-0.36
255	-0.97
81	0.99
105	0.97
179	0.02
295	-0.91
153	0.45
70	0.94
314	-0.72
220	-0.64
96	0.99
232	-0.79
303	-0.84
266	-1.0
128	0.79
234	-0.81
185	-0.09
331	-0.48
267	-1.0
82	0.99
241	-0.87
41	0.66
35	0.57
233	-0.8
179	0.02
314	-0.72
80	0.98
336	-0.41
356	-0.07
198	-0.31
18	0.31
79	0.98
91	1.0
66	0.91
320	-0.64
197	-0.29
105	0.97
46	0.72
258	-0.98
23	0.39
196	-0.28
292	-0.93
67	0.92
122	0.85
8	0.14
244	-0.9
240	-0.87
104	0.97
260	-0.98
91	1.0
59	0.86
278	-0.99
45	0.71
63	0.89
124	0.83
40	0.64
225	-0.71
348	-0.21
257	-0.97
98	0.99
100	0.98
336	-0.41
92	1.0
219	-0.63
198	-0.31
267	-1.0
312	-0.74
37	0.6
72	0.95
49	0.75
46	0.72
283	-0.97
115	0.91
83	0.99
236	-0.83
234	-0.81
310	-0.77
320	-0.64
43	0.68
259	-0.98
163	0.29
5	0.09
343	-0.29
61	0.87
117	0.89
267	-1.0
73	0.96
164	0.28
292	-0.93
192	-0.21
8	0.14
70	0.94
229	-0.75
116	0.9
199	-0.33
310	-0.77
175	0.09
17	0.29
204	-0.41
129	0.78
91	1.0
307	-0.8
156	0.41
34	0.56
360	-0.0
186	-0.1
170	0.17
242	-0.88
176	0.07
349	-0.19
171	0.16
271	-1.0
221	-0.66
267	-1.0
228	-0.74
295	-0.91
28	0.47
328	-0.53
97	0.99
270	-1.0
32	0.53
310	-0.77
273	-1.0
271	-1.0
206	-0.44
56	0.83
258	-0.98
24	0.41
318	-0.67
290	-0.94
110	0.94
106	0.96
50	0.77
224	-0.69
33	0.54
81	0.99
103	0.97
294	-0.91
135	0.71
166	0.24
332	-0.47
99	0.99
345	-0.26
30	0.5
9	0.16
97	0.99
226	-0.72
62	0.88
193	-0.22
151	0.48
301	-0.86
74	0.96
319	-0.66
236	-0.83
90	1.0
195	-0.26
174	0.1
32	0.53
148	0.53
150	0.5
217	-0.6
73	0.96
125	0.82
29	0.48
35	0.57
326	-0.56
93	1.0
86	1.0
196	-0.28
262	-0.99
322	-0.62
318	-0.67
206	-0.44
136	0.69
51	0.78
124	0.83
88	1.0
347	-0.22
234	-0.81
307	-0.8
317	-0.68
172	0.14
326	-0.56
63	0.89
194	-0.24
351	-0.16
201	-0.36
240	-0.87
258	-0.98
354	-0.1
154	0.44
263	-0.99
197	-0.29
198	-0.31
128	0.79
317	-0.68
329	-0.52
108	0.95
73	0.96
248	-0.93
4	0.07
317	-0.68
106	0.96
358	-0.03
177	0.05
185	-0.09
33	0.54
247	-0.92
334	-0.44
114	0.91
37	0.6
286	-0.96
283	-0.97
50	0.77
308	-0.79
262	-0.99
324	-0.59
88	1.0
325	-0.57
282	-0.98
136	0.69
70	0.94
253	-0.96
337	-0.39
217	-0.6
16	0.28
172	0.14
174	0.1
103	0.97
331	-0.48
168	0.21
217	-0.6
2	0.03
153	0.45
301	-0.86
197	-0.29
321	-0.63
119	0.87
149	0.52
331	-0.48
277	-0.99
170	0.17
127	0.8
298	-0.88
334	-0.44
70	0.94
8	0.14
61	0.87
200	-0.34
61	0.87
16	0.28
283	-0.97
296	-0.9
220	-0.64
22	0.37
72	0.95
117	0.89
191	-0.19
41	0.66
63	0.89
161	0.33
66	0.91
247	-0.92
120	0.87
267	-1.0
226	-0.72
216	-0.59
161	0.33
89	1.0
80	0.98
265	-1.0
55	0.82
249	-0.93
197	-0.29
26	0.44
116	0.9
21	0.36
138	0.67
134	0.72
71	0.95
101	0.98
301	-0.86
159	0.36
314	-0.72
328	-0.53
159	0.36
35	0.57
118	0.88
134	0.72
182	-0.03
99	0.99
11	0.19
119	0.87
65	0.91
239	-0.86
301	-0.86
230	-0.77
92	1.0
136	0.69
325	-0.57
87	1.0
61	0.87
253	-0.96
333	-0.45
93	1.0
216	-0.59
287	-0.96
148	0.53
239	-0.86
259	-0.98
290	-0.94
56	0.83
351	-0.16
77	0.97
273	-1.0
169	0.19
330	-0.5
279	-0.99
200	-0.34
332	-0.47
357	-0.05
319	-0.66
186	-0.1
279	-0.99
54	0.81
141	0.63
330	-0.5
34	0.56
313	-0.73
33	0.54
43	0.68
330	-0.5
308	-0.79
235	-0.82
325	-0.57
83	0.99
341	-0.33
359	-0.02
294	-0.91
212	-0.53
54	0.81
117	0.89
132	0.74
171	0.16
0	0.0
97	0.99
226	-0.72
259	-0.98
4	0.07
233	-0.8
223	-0.68
15	0.26
35	0.57
84	0.99
288	-0.95
90	1.0
330	-0.5
257	-0.97
297	-0.89
102	0.98
24	0.41
319	-0.66
261	-0.99
225	-0.71
316	-0.69
265	-1.0
96	0.99
70	0.94
110	0.94
262	-0.99
319	-0.66
300	-0.87
269	-1.0
57	0.84
350	-0.17
199	-0.33
72	0.95
184	-0.07
124	0.83
162	0.31
118	0.88
122	0.85
10	0.17
207	-0.45
96	0.99
260	-0.98
226	-0.72
48	0.74
197	-0.29
98	0.99
147	0.54
17	0.29
139	0.66
294	-0.91
245	-0.91
94	1.0
220	-0.64
202	-0.37
10	0.17
204	-0.41
149	0.52
45	0.71
144	0.59
34	0.56
324	-0.59
329	-0.52
63	0.89
247	-0.92
192	-0.21
303	-0.84
174	0.1
166	0.24
10	0.17
258	-0.98
198	-0.31
207	-0.45
201	-0.36
134	0.72
121	0.86
27	0.45
141	0.63
96	0.99
216	-0.59
193	-0.22
174	0.1
175	0.09
247	-0.92
239	-0.86
307	-0.8
347	-0.22
104	0.97
29	0.48
350	-0.17
140	0.64
128	0.79
183	-0.05
26	0.44
9	0.16
298	-0.88
314	-0.72
202	-0.37
277	-0.99
49	0.75
103	0.97
12	0.21
266	-1.0
211	-0.52
313	-0.73
118	0.88
209	-0.48
7	0.12
218	-0.62
190	-0.17
26	0.44
132	0.74
71	0.95
142	0.62
356	-0.07
22	0.37
210	-0.5
164	0.28
140	0.64
322	-0.62
281	-0.98
30	0.5
119	0.87
131	0.75
305	-0.82
133	0.73
79	0.98
116	0.9
198	-0.31
74	0.96
215	-0.57
276	-0.99
70	0.94
109	0.95
153	0.45
30	0.5
114	0.91
16	0.28
219	-0.63
175	0.09
188	-0.14
273	-1.0
233	-0.8
173	0.12
182	-0.03
21	0.36
83	0.99
129	0.78
209	-0.48
231	-0.78
333	-0.45
331	-0.48
130	0.77
2	0.03
223	-0.68
288	-0.95
216	-0.59
43	0.68
152	0.47
332	-0.47
24	0.41
14	0.24
237	-0.84
58	0.85
219	-0.63
356	-0.07
56	0.83
174	0.1
137	0.68
60	0.87
114	0.91
176	0.07
93	1.0
335	-0.42
298	-0.88
188	-0.14
29	0.48
229	-0.75
54	0.81
120	0.87
137	0.68
27	0.45
342	-0.31
294	-0.91
249	-0.93
285	-0.97
307	-0.8
349	-0.19
186	-0.1
295	-0.91
245	-0.91
236	-0.83
149	0.52
179	0.02
148	0.53
199	-0.33
47	0.73
358	-0.03
345	-0.26
25	0.42
332	-0.47
126	0.81
327	-0.54
318	-0.67
54	0.81
96	0.99
103	0.97
108	0.95
272	-1.0
161	0.33
345	-0.26
357	-0.05
311	-0.75
246	-0.91
215	-0.57
220	-0.64
333	-0.45
191	-0.19
339	-0.36
87	1.0
350	-0.17
140	0.64
116	0.9
335	-0.42
22	0.37
328	-0.53
325	-0.57
323	-0.6
17	0.29
124	0.83
245	-0.91
272	-1.0
317	-0.68
114	0.91
121	0.86
11	0.19
39	0.63
228	-0.74
171	0.16
344	-0.28
328	-0.53
177	0.05
70	0.94
337	-0.39
142	0.62
236	-0.83
123	0.84
116	0.9
124	0.83
116	0.9
299	-0.87
129	0.78
179	0.02
117	0.89
200	-0.34
145	0.57
284	-0.97
319	-0.66
325	-0.57
163	0.29
184	-0.07
215	-0.57
253	-0.96
201	-0.36
52	0.79
333	-0.45
202	-0.37
83	0.99
129	0.78
228	-0.74
148	0.53
172	0.14
201	-0.36
35	0.57
87	1.0
349	-0.19
93	1.0
131	0.75
56	0.83
279	-0.99
267	-1.0
160	0.34
25	0.42
323	-0.6
178	0.03
99	0.99
154	0.44
16	0.28
169	0.19
275	-1.0
202	-0.37
121	0.86
207	-0.45
349	-0.19
249	-0.93
311	-0.75
274	-1.0
22	0.37
221	-0.66
280	-0.98
309	-0.78
182	-0.03
359	-0.02
260	-0.98
80	0.98
141	0.63
233	-0.8
135	0.71
258	-0.98
302	-0.85
2	0.03
30	0.5
276	-0.99
201	-0.36
290	-0.94
104	0.97
351	-0.16
116	0.9
157	0.39
91	1.0
138	0.67
62	0.88
290	-0.94
